toc_file,section,title,repo_path,derived_url,exl_url,match_method,http_status
,,,help/cja-main/data-views/derived-fields/derived-fields-in-cja.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields,derived,live
,,,help/cja-main/data-views/derived-fields/use-date-math-to-calculate-time-between-events.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-date-math-to-calculate-time-between-events,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-date-math-to-calculate-time-between-events,toc_slug_match,dead
,,,help/cja-main/data-views/derived-fields/use-the-math-function-in-derived-fields.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-the-math-function-in-derived-fields,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-the-math-function-in-derived-fields,toc_slug_match,dead
,,,help/cja-main/data-views/derived-fields/use-the-next-previous-function-in-derived-fields.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-the-next-previous-function-in-derived-fields,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-the-next-previous-function-in-derived-fields,toc_slug_match,dead
,,,help/cja-main/data-views/derived-fields/use-typecasting-in-derived-fields.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-typecasting-in-derived-fields,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/derived-fields/use-typecasting-in-derived-fields,toc_slug_match,dead
,,,help/cja-main/data-views/formatting-metrics-in-data-views.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/formatting-metrics-in-data-views,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/formatting-metrics-in-data-views,toc_slug_match,dead
,,,help/cja-main/data-views/include-or-exclude-dimension-values-in-data-views.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/include-or-exclude-dimension-values-in-data-views,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/include-or-exclude-dimension-values-in-data-views,toc_slug_match,dead
,,,help/cja-main/data-views/include-or-exclude-metric-values-in-data-views.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/include-or-exclude-metric-values-in-data-views,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/include-or-exclude-metric-values-in-data-views,toc_slug_match,dead
,,,help/cja-main/data-views/overview-of-configuring-data-views-for-cja.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/overview-of-configuring-data-views-for-cja,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-dataviews/overview-of-configuring-data-views-for-cja,toc_slug_match,dead
,,,help/cja-main/experience-platform-integration/enhanced-reporting-for-adobe-journey-optimizer.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/experience-platform-integration/enhanced-reporting-for-adobe-journey-optimizer,https://experienceleague.adobe.com/en/docs/analytics-platform/using/experience-platform-integration/enhanced-reporting-for-adobe-journey-optimizer,toc_slug_match,dead
